id,created_at,content,replies_count,reblogs_count,favourites_count,media_links,post_id,actual_return_before,actual_return_after,actual_volatility_before,actual_volatility_after,actual_return_change,actual_volatility_change,actual_price_change_10m,actual_price_change_1h,actual_price_change_1d,llm_sentiment_score,gpt4_return,gpt4_volatility,llm_cryptorelated,llm_emotiontype,llm_emotionlevel,llm_geopolitical,llm_economyimpact,llm_btcprice,llm_expectation
2465,2025-03-20 02:10:28.764+00,The Fed would be MUCH better off CUTTING RATES as U.S.Tariffs start to transition (ease!) their way into the economy. Do the right thing. April 2nd is Liberation Day in America!!!,2196,7677,33565,[],114192326899482441,0.03617861210440295853,-0.01374501366729368607,0.02682858917518631084493,0.02210836554233416309898,0.00824804633725926849,-0.0001896490329497571949,-0.00068647616321935063,0.00304165690245314722,-1.36509822808511372200,5.0,0.3,0.6,1,1,6,7,7,4,5
2466,2025-03-20 00:46:10.732+00,WELCOME TO THE OVAL OFFICE🇺🇸,2712,8582,34728,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/191/994/544/486/148/original/016b9e52f54c4d10.mp4""]",114191995411774907,0.03705934271535611438,-0.02072928260589123062,0.02650559809427455315255,0.02279014702873743998216,0.00303045785232263848,0.0002147863873494001082,-0.000014961316298927563569,-0.00415889799351351552,-2.05159079384976240500,5.0,0.3,0.6,0,1,4,7,3,1,8
2470,2025-03-19 20:26:27.987+00,"General Keith Kellogg: “President Trump is absolutely right, this war wouldn’t have started if he were President…”",779,4902,22913,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/190/973/757/427/742/original/57f22841d7c7a7b1.mp4""]",114190974188613740,0.04324315963668373522,-0.01463455595042085199,0.02502803404986785575194,0.02463205452120381384692,-0.00853982137392963801,-0.000512393147060880768,-0.00268914203796800786,-0.00129663809428954425,-1.45279913118949926100,5.0,-0.3,0.6,0,3,6,8,6,3,7
2471,2025-03-19 20:08:30.442+00,"YOU HAVE A SITUATION (RUSSIA-UKRAINE) WHERE YOU HAVE A LOT OF GUNS POINTING AT EACH OTHER, FOOLISHLY—BECAUSE IT WOULD HAVE NEVER HAPPENED IF I WAS PRESIDENT…",912,4096,20488,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/190/903/217/178/184/original/031f74006ad3d857.mp4""]",114190903570658626,0.03994087557260656815,-0.01674614626902762991,0.02493000156946056931034,0.02473033844199698333639,0.00122808383844602502,-0.000616229540052590753,0.00252073313219630771,-0.00181700656955489237,-1.66067089922497820600,5.0,-0.3,0.7,0,3,7,9,7,6,4
2472,2025-03-19 19:53:37.492+00,“TRUMP ON TESLA TERRORISM”,1037,4590,19291,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/190/843/996/204/852/original/6b3676f490b6d2a1.mp4""]",114190845050387383,0.03750448276818625491,-0.01326365059570876408,0.02486772447573913725865,0.02492250895905262855384,0.00027575620105215350,-0.00009749986132137675,0.00395002269373856673,-0.00083885992843446946,-1.31760759960231478500,2.0,-0.3,0.7,0,4,7,2,4,1,3
2474,2025-03-19 19:13:12.239+00,"I watched Jacqui Heinrich from Fox over the weekend and I thought she was absolutely terrible. She should be working for CNN, not Fox. Not surprisingly, I later found out that she’s a fan of the White House Correspondents Association!",1369,4052,18378,[],114190686109079519,0.04221229573474718877,-0.01681667043870699126,0.02433504074650845957404,0.02551539013884304846629,-0.00914260970992308830,-0.000072727975404683273,-0.00239717258846895038,0.00208566302388489640,-1.66760595420926421500,5.0,0.0,0.1,0,3,6,2,0,0,7
2475,2025-03-19 19:10:59.249+00,"THANK YOU, ELON—MAGA!",1280,6005,25260,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/190/677/303/121/472/original/f39d039b98345dcc.mp4""]",114190677393220882,0.04469323387716661566,-0.01998597800914682250,0.02419001501480311163926,0.02567008667472061575567,-0.01654900244098151585,0.000383299668472496164,-0.00360460737990341805,-0.00048916586889794466,-1.97875822600513606700,5.0,0.6,0.7,0,1,5,3,1,0,7
2476,2025-03-19 18:15:57.945+00,“TRUMP IS FIGHTING TO PROTECT AMERICA”,1577,5109,20808,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/190/456/590/793/759/original/74b9e2f34238b64a.mp4""]",114190461039179793,0.03923742359451285878,-0.00505049397035137403,0.02187419362172912621675,0.02769546665704715660370,0.00895687271347851531,-0.003774441171282577994,-0.00390442170209696815,0.01051429270248757558,-0.50377616695003117000,5.0,0.2,0.4,0,1,6,7,3,1,8
2477,2025-03-19 18:05:04.379+00,"Jesse Watters: “When he was first elected, President Trump promised to save the forgotten men and women of America—no matter where they are, in the Rust Belt or outer space…”",613,4686,21227,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/190/415/003/032/081/original/9cea1ff7caa524b8.mp4""]",114190418201271249,0.03052686909114141968,0.00155374674213759396,0.02093304233414595131626,0.02845293483861910243875,0.02749481584056465788,0.00166332409191897053,0.00932293535745484544,0.01920418168482666625,0.15549544320073507400,5.0,0.1,0.3,0,5,3,4,2,0,7
2478,2025-03-19 18:01:36.247+00,“ILLEGAL BORDER CROSSINGS PLUMMET UNDER TRUMP”,461,3626,17302,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/190/403/856/050/880/original/9bf86585fe4e81e2.mp4""]",114190404566893251,0.03548700504357530494,-0.00251113343754356705,0.02023235568574284228101,0.02894940002547954515967,0.01516776443938031068,0.00371980903455312297,-0.00014580608359880709,0.01267422345220915183,-0.25079831794308631400,5.0,0.1,0.3,0,5,4,7,3,0,6
2479,2025-03-19 17:55:52.654+00,The CBP Home App is now available across all mobile App Stores!,521,3890,16018,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/190/381/683/856/248/original/f87f5f846aea087e.mp4""]",114190382041616797,0.03195768968642827585,-0.00116399667822608060,0.01958851896396022196525,0.02943279244925708509251,0.02242286783289604935,0.00438585141330274482,-0.00184618399808959677,0.01660495277745800300,-0.11633194968637229800,5.0,0.0,0.1,0,1,2,0,1,0,8
2480,2025-03-19 17:45:11.98+00,"“All energy that's affordable, reliable, and secure is a part of the Trump administration and nuclear absolutely falls in that category.""",362,3524,15462,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/190/332/106/339/312/original/4e6349633e4a6b16.mp4""]",114190340053945046,0.02651009996362863525,0.00389629118693845252,0.01952299515123852126292,0.02950079588688616820958,0.01429024547046903703,-0.00062637341260143507,0.00172833870292159289,0.00804902153728270084,0.39038915973766610900,5.0,0.1,0.3,0,1,3,4,5,0,7
2483,2025-03-19 01:21:11.46+00,RT @RealRogerStoneDo federal judges have the authority to overrule the American people and President @realDonaldTrump’s reform agenda?Trump impeachment lawyer David Schoen joins The StoneZONE on 77WABC Radio!🎧 LISTEN LIVE AT 8 PM ET: https://WABCRadio.com,0,0,0,[],114186470782358090,-0.00656800366116389637,0.04093279119767674005,0.02316794032172844949941,0.02674561179607191362612,-0.000287483824661903016,-0.000073560156159976323,0.00014806235768170095,-0.00032752456283260439,4.17820862662501758700,5.0,-0.3,0.6,0,3,6,7,3,0,5
2485,2025-03-18 23:41:58.285+00,🇺🇸,1236,5175,22231,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/186/080/121/675/019/original/a9f21d40632754d2.jpg"",""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/186/080/121/566/935/original/ce81203a06c057ec.jpg"",""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/186/080/121/057/623/original/5148a3fcfd6d97c2.jpg"",""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/186/080/121/518/586/original/69edd4fe40dc9272.jpg""]",114186080634823311,-0.01663513788833026699,0.05005066777474613273,0.02283291262634060813372,0.02599167373266582266599,0.00011287578053803408,-0.0007591534152129874081,0.00123723309381955731,0.00483762253308049867,5.13243632925790091200,5.0,0.0,0.1,0,1,0,1,0,0,5
2487,2025-03-18 18:49:43.17+00,"My phone conversation today with President Putin of Russia was a very good and productive one. We agreed to an immediate Ceasefire on all Energy and Infrastructure, with an understanding that we will be working quickly to have a Complete Ceasefire and, ultimately, an END to this very horrible War between Russia and Ukraine. This War would have never started if I were President! Many elements of a Contract for Peace were discussed, including the fact that thousands of soldiers are being killed, and both President Putin and President Zelenskyy would like to see it end. That process is now in full force and effect, and we will, hopefully, for the sake of Humanity, get the job done!",3426,8965,39550,[],114184931453780675,-0.03285508198661689089,0.03425245333127541004,0.02275238916450968697214,0.02271931541417681747618,-0.00036515616781668633,-0.000115659062411640785,0.00096919585346990817,0.00281028904869802735,3.48458240297743224600,5.0,0.6,0.8,0,1,6,10,8,6,7
2488,2025-03-18 13:05:14.89+00,"This Radical Left Lunatic of a Judge, a troublemaker and agitator who was sadly appointed by Barack Hussein Obama, was not elected President - He didn’t WIN the popular VOTE (by a lot!), he didn’t WIN ALL SEVEN SWING STATES, he didn’t WIN 2,750 to 525 Counties, HE DIDN’T WIN ANYTHING! I WON FOR MANY REASONS, IN AN OVERWHELMING MANDATE, BUT FIGHTING ILLEGAL IMMIGRATION MAY HAVE BEEN THE NUMBER ONE REASON FOR THIS HISTORIC VICTORY. I’m just doing what the VOTERS wanted me to do. This judge, like many of the Crooked Judges’ I am forced to appear before, should be IMPEACHED!!! WE DON’T WANT VICIOUS, VIOLENT, AND DEMENTED CRIMINALS, MANY OF THEM DERANGED MURDERERS, IN OUR COUNTRY. MAKE AMERICA GREAT AGAIN!!!",10121,18073,77030,[],114183576937425149,-0.00669993827611818402,0.01732790944565301832,0.02314245486085526377709,0.02166174701662356467010,-0.00910902743529591142,0.000023000592312250513,-0.00087824806745372388,-0.01255763654657712647,1.74789085740848851800,5.0,-0.3,0.7,0,3,9,7,3,1,6
2498,2025-03-17 22:46:17.011+00,"After years of being held captive by Environmental Extremists, Lunatics, Radicals, and Thugs, allowing other Countries, in particular China, to gain tremendous Economic advantage over us by opening up hundreds of all Coal Fire Power Plants, I am authorizing my Administration to immediately begin producing Energy with BEAUTIFUL, CLEAN COAL.",3037,11531,56045,[],114180199351008084,0.02154929766440454482,-0.02124990131928531866,0.02392893657180197686104,0.02267778579671033020757,-0.00001081966850127644,0.00021544571758412749458,0.00022017947242525549,-0.00035143116657076416,-2.10257129677624915000,2.0,-0.3,0.4,0,3,7,7,6,1,5
2499,2025-03-17 22:28:28.89+00,"Tomorrow morning I will be speaking to President Putin concerning the War in Ukraine. Many elements of a Final Agreement have been agreed to, but much remains. Thousands of young soldiers, and others, are being killed. Each week brings 2,500 soldier deaths, from both sides, and it must end NOW. I look very much forward to the call with President Putin.",1419,5699,28291,[],114180129350673750,0.02068869814343776554,-0.02271719833443649886,0.02404961672114900546612,0.02263296025256892436493,-0.00632862814356504894,0.00006725275980644538815,0.000008314177073442926856,-0.00372950228723011290,-2.24611056857806430300,5.0,0.3,0.7,0,4,7,10,7,4,6
2500,2025-03-17 22:11:00.251+00,"Third Rate Magazine, “The Atlantic,” that made up the “Suckers and Losers” Hoax about me and the Military, and refused to even acknowledge the vast horde of people who emphatically denied this FAKE STORY, has asked me to do an interview. Below is my response:Ashley Parker is not capable of doing a fair and unbiased interview. She is a Radical Left Lunatic, and has been as terrible as is possible for as long as I have known her. To this date, she doesn’t even know that I won the Presidency THREE times. If you have some other reporter, let us know, but Ashley is not capable or competent enough to understand the intricacies of High Level politics. Likewise, Michael Scherer has never written a fair story about me, only negative, and virtually always LIES. The Atlantic is doing terribly, losing a fortune, and will hopefully fold up and be gone in the not too distant future. It has absolutely no credibility, and would be far better off, in terms of “journalism,” to cease publication. Nevertheless, when you have a writer with intelligence, competence, and fairness, please let me know!",1525,6236,27820,[],114180060627046678,0.01837708271845053991,-0.02357328136402936700,0.02426354467918790794213,0.02257988666170892815228,-0.00266205950808487692,-0.0003977786960686333698,0.00036139850283537335,-0.00162415340320291801,-2.32976020377169267800,0.0,0.0,0.2,0,3,8,4,1,0,3
2501,2025-03-17 22:09:30.173+00,"Hunter Biden has had Secret Service protection for an extended period of time, all paid for by the United States Taxpayer. There are as many as 18 people on this Detail, which is ridiculous! He is currently vacationing in, of all places, South Africa, where the Human Rights of people has been strenuously questioned. Because of this, South Africa has been taken off our list of Countries receiving Economic and Financial Assistance. Please be advised that, effective immediately, Hunter Biden will no longer receive Secret Service protection. Likewise, Ashley Biden who has 13 agents will be taken off the list.",2757,8528,33306,[],114180054723679623,0.02052904336173330093,-0.02392017862564081148,0.02432654762896802889739,0.02255855916883849573622,-0.00182885084047851283,-0.0004115369231884713786,0.00054450424612257694,-0.00086490576212701905,-2.36363586647091461600,5.0,-0.2,0.6,0,3,6,7,2,0,5
2502,2025-03-17 21:29:05.231+00,"I am pleased to announce a new Board of Visitors for our Nation’s oldest Military Academy, West Point. Major General David Bellavia, Lieutenant General Dan Walrath, General Michael Flynn, Congressman Wesley Hunt, Maureen Bannon, and Meghan Mobbs are hereby appointed to the Board. They will make our Country proud. Congratulations to all!",782,5229,24230,[],114179895802766275,0.01208567785363470880,-0.02224849352166052413,0.02446441423530537097826,0.02260741467168937726012,0.00454125351506869793,-0.00003762602071682681480,-0.00015625193528502163,0.00264389707570692091,-2.20028211096364570100,5.0,0.0,0.1,0,1,3,4,1,0,8
2503,2025-03-17 21:22:25.213+00,"Completing my list of appointments to the United States Naval Academy, I am happy to announce that the full Board will consist of Sean Spicer, Walt Nauta, Congressman “Doc Ronnie” Jackson, Congressman Derek Van Order, Senator Tim Sheehy, and Earl Ehrhart. Congratulations to you all!",404,4009,20782,[],114179869587194428,0.01538859746774299907,-0.02410966789420190263,0.02445688605787020222221,0.02264952469526016765282,-0.00044143472370366737,-0.000229098935828011584,-0.00270380891102970066,-0.00025503819274184597,-2.38213515693167900000,5.0,0.0,0.1,0,1,3,5,2,0,8
2504,2025-03-17 21:20:10.557+00,"Our Great United States Air Force Academy will soon have an incredible Board of Visitors, composed of Doug Nikolai, Dan Clark, Senator Tommy Tuberville, Charlie Kirk, and Dina Powell. Congratulations to all!",332,3903,20501,[],114179860762359782,0.01386518505212558208,-0.02345235868346110901,0.02445885200598642348390,0.02264666142638489176342,0.00308701002508887312,0.000735182353766972656,-0.00197740509538106626,0.00098168372320325826,-2.31794894245349077100,5.0,0.0,0.1,0,1,3,4,1,0,7
2505,2025-03-17 21:19:43.408+00,"I am pleased to announce the nomination of Bryan Bedford to serve as Administrator of the Federal Aviation Administration (FAA). As the former President and CEO of Republic Airways, Mesaba Airlines, and Business Express Airlines, Brian brings over three decades of experience in Aviation and Executive Leadership to this critical position. Bryan will work with our GREAT Secretary of Transportation, Sean Duffy, to strongly reform the Agency, safeguard our exports, and ensure the safety of nearly one billion annual passenger movements. Congratulations Bryan!",230,3452,17943,[],114179858983072823,0.01406800578662882076,-0.02285546762959580974,0.02444568562094824191802,0.02268008995337481681524,0.00263066236794696966,0.000560421878508820047,-0.00150024163689015225,0.00078353615610884695,-2.25962599556301395400,5.0,0.0,0.1,0,1,4,3,4,0,8
2506,2025-03-17 21:19:22.029+00,"April 2nd is Liberation Day for America, because we will start taking back some of the vast wealth that has been taken from us due to the many weak, incompetent, and perhaps even dishonest politicians who have represented us in the past!",883,6134,25137,[],114179857581963138,0.01406800578662882076,-0.02285546762959580974,0.02444568562094824191802,0.02268008995337481681524,0.00263066236794696966,0.000560421878508820047,-0.00150024163689015225,0.00078353615610884695,-2.25962599556301395400,5.0,0.3,0.6,0,3,7,6,4,2,5
2508,2025-03-17 20:49:09.606+00,"I am pleased to announce that Michelle “Miki” Bowman will be the Federal Reserve’s new Vice Chair of Supervision. Miki has been serving honorably on the Fed’s Board of Governors since 2018, and has great expertise dealing with Inflation, Regulation, and Banking. Our Economy has been mismanaged for the past four years, and it is time for a change. Miki has the “know-how” to get it done. I am confident we will achieve Economic heights never before seen in our Nation’s History. Congratulations Miki!",379,3321,16859,[],114179738803054417,0.01320367319211068304,-0.02605986697379814531,0.02447371019625450388650,0.02274715663490381572486,0.00652530054320880432,0.000768328886262995850,-0.00205723626645910852,0.00024867038016019270,-2.57232391385306789900,5.0,0.2,0.4,1,1,6,3,7,3,8
2510,2025-03-17 18:01:57.51+00,"I just spoke with the Acting Administrator of NASA, Janet Petro. She is coordinating our Team of highly respected Scientists, Space Engineers, and various other “geniuses,” who has agreed to let our Astronauts come home long prior to the two week period originally approved by NASA. Janet was great. She said, “Let’s bring them home NOW, Sir!” — And I thanked her. This began when I asked Elon Musk to go up and get the abandoned Astronauts, because the Biden Administration was incapable of doing so. They shamefully forgot about the Astronauts, because they considered it to be a very embarrassing event for them – Another thing I inherited from that failed group of incompetents. Elon and I have taken on the project, sending up the SpaceX Dragon, which has successfully docked and, hopefully, while there is always danger involved in such a mission, they will soon be on their way home — Taking off tomorrow, and landing on Wednesday. Exact times will be provided to you. Safety always comes first, and maximum standards are being adhered to. But after eight long months for a mission that was supposed to be eight days, IT IS TIME. I look forward to seeing Butch and Suni, and thank you again to NASA and Janet Petro!",2292,9379,46515,[],114179081339591399,0.00536906809924549553,-0.03490361056771098161,0.02515047916116783709040,0.02283260965159544276419,-0.00762987307790051597,-0.000212167517715088911,-0.00307711759848425004,0.00307771065202441198,-3.43015050987185061900,5.0,0.1,0.3,0,3,7,4,2,0,3
2511,2025-03-17 15:29:51.374+00,"Let nobody be fooled! The hundreds of attacks being made by Houthi, the sinister mobsters and thugs based in Yemen, who are hated by the Yemeni people, all emanate from, and are created by, IRAN. Any further attack or retaliation by the “Houthis” will be met with great force, and there is no guarantee that that force will stop there. Iran has played “the innocent victim” of rogue terrorists from which they’ve lost control, but they haven’t lost control. They’re dictating every move, giving them the weapons, supplying them with money and highly sophisticated Military equipment, and even, so-called, “Intelligence.” Every shot fired by the Houthis will be looked upon, from this point forward, as being a shot fired from the weapons and leadership of IRAN, and IRAN will be held responsible, and suffer the consequences, and those consequences will be dire!DONALD J. TRUMP,PRESIDENT OF THE UNITED STATES OF AMERICA",3676,12053,50259,[],114178483249053992,0.00289195531679208525,-0.01832109282929619198,0.02826079489567756220458,0.02250086411467527569518,-0.00357097269762938456,0.000306357082781052533,0.00018608762819619899,0.00327639003918878272,-1.81542818811239596800,5.0,-0.3,0.7,0,3,8,9,7,4,6
2517,2025-03-17 14:19:03.344+00,"EPA Administrator, Lee Zeldin: “The Obama and Biden era environmental regulations that strangulated the U.S. economy are not Commandments, etched in stone. Quite the opposite actually. The Trump era EPA will protect the environment AND lower the cost of living.”",466,4357,18957,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/178/199/332/167/409/original/f4022efa76adb15c.mp4""]",114178204850237517,-0.00098973824011924294,-0.01801109412629181790,0.02791085684292626661979,0.02273090711896946677394,0.01418217901238438715,-0.001613127664749458549,0.00098430302699783586,0.00868750204811210317,-1.78498637997893785000,5.0,0.2,0.4,0,3,5,4,6,1,7
2518,2025-03-17 14:16:17.705+00,It looks like we had an autopen for a president...,950,5352,20767,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/178/191/568/359/724/original/0af9ea269cf77fef.mp4""]",114178193987078011,-0.00089365532487750713,-0.01480478959789826789,0.02787088807366052505367,0.02279787877700448700914,0.01414318777415508321,-0.001229272690675972042,0.00288600777679958176,0.00766483090490421594,-1.46957375279906561200,5.0,-0.2,0.4,0,6,4,6,2,1,5
2519,2025-03-17 14:13:04.568+00,"Border Patrol Council President Paul Perez: ""It's amazing what the policies of President Trump have done. Remain-in-Mexico, ending catch-and-release — it's something President Biden could have done. He said he couldn't, but President Trump did it!”",425,4098,17815,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/178/176/939/166/410/original/c5884f3312adfb28.mp4""]",114178181337460841,0.00118480012250492930,-0.01847343047575826666,0.02781728440535506204878,0.02278851639129054435141,0.01048864577179847569,-0.001524335640368406310,-0.00153158863835310453,0.00564435992634851641,-1.83038425548612997700,5.0,0.1,0.3,0,1,4,7,2,0,8
2523,2025-03-14 20:42:27.926+00,"We must be honest about the lies and abuses that have occurred within these walls. Unfortunately, in recent years, a corrupt group of hacks and radicals within the ranks of the American government obliterated the trust and goodwill built up over generations…",600,4849,23299,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/162/725/229/302/910/original/d483e3b2ed6fc5b4.mp4""]",114162725547256622,0.04456368176237904428,0.00240870428761890115,0.02638934968708042351804,0.01301613413609494143415,0.00435364210472772633,-0.001447176100812644865,-0.00018753648439759397,-0.00043885200117106380,0.24116075463541137800,2.0,-0.3,0.6,0,3,7,6,4,2,6
2524,2025-03-14 20:41:33.892+00,Our predecessors turned the Department of Justice into the Department of INJUSTICE—But I stand before you today to declare that those days are over!,546,4655,22520,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/162/721/899/241/402/original/cd95128a7c4bac0b.mp4""]",114162722006073409,0.04312422363910769056,0.00280582839209956648,0.02638910877733416079091,0.01303441255567968845085,0.00529172207715956531,-0.001449591034744292918,0.00038852937709829627,0.00052302945504180434,0.28097684127279847600,5.0,0.2,0.6,0,3,7,4,2,0,6
2525,2025-03-14 20:38:50.664+00,"For generations, the Federal Department of Justice was one of America's most revered institutions...This department commanded the respect and admiration of the entire world...",343,3646,18873,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/162/711/098/895/681/original/aef067e08d3ab00d.mp4""]",114162711308747922,0.04448980171251123837,0.00127118691327607156,0.02640937429188189645379,0.01304695711473323854583,0.00375103764403503219,-0.000050214072419924015,-0.00147094466109015044,-0.00062460872978785725,0.12719952138243885000,5.0,0.1,0.3,0,2,6,5,3,1,7
2526,2025-03-14 20:37:48.141+00,"As we begin a proud new chapter in the chronicles of American Justice, we're turning the page on four long years of corruption, weaponization, and surrender to violent criminals...",404,3851,19072,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/162/706/894/548/079/original/d32628fa2f28e351.mp4""]",114162707211212885,0.04267668463899343236,0.00318849015871012416,0.02638282551203146853254,0.01310623936896285626206,0.00783800469444164182,0.000760137355030810370,0.000059906346411776256452,0.00099071308996459345,0.31935788003801675800,5.0,-0.3,0.6,0,3,6,7,4,1,7
2529,2025-03-14 13:33:39.916+00,"We had very good and productive discussions with President Vladimir Putin of Russia yesterday, and there is a very good chance that this horrible, bloody war can finally come to an end — BUT, AT THIS VERY MOMENT, THOUSANDS OF UKRAINIAN TROOPS ARE COMPLETELY SURROUNDED BY THE RUSSIAN MILITARY, AND IN A VERY BAD AND VULNERABLE POSITION. I have strongly requested to President Putin that their lives be spared. This would be a horrible massacre, one not seen since World War II. God bless them all!!!",3139,8683,38851,[],114161039436456514,0.01327670680260624541,0.00679041872700322492,0.02627175492556592065128,0.02337607243452708079925,-0.01440103679367464673,0.000445798286159020541,-0.00733949861724696204,-0.01026691593355860011,0.68135258930819840400,5.0,0.3,0.7,0,4,8,10,7,6,5
2530,2025-03-14 13:29:59.644+00,"Congratulations to Chuck Schumer for doing the right thing — Took “guts” and courage! The big Tax Cuts, L.A. fire fix, Debt Ceiling Bill, and so much more, is coming. We should all work together on that very dangerous situation. A non pass would be a Country destroyer, approval will lead us to new heights. Again, really good and smart move by Senator Schumer. This could lead to something big for the USA, a whole new direction and beginning! DJT",3245,9504,50421,[],114161025000723427,0.00510691912806969023,0.01155977549966302890,0.02663182406840004008478,0.02348984398641929522937,-0.00554941725221037871,0.002867224503489333574,0.00284401171732827539,-0.00639002632690846686,1.16268479026133587700,5.0,0.3,0.6,0,1,7,6,7,3,8
2531,2025-03-14 12:23:48.179+00,"Our Economy will BOOM, like never before!",2012,6029,32112,[],114160764726726796,0.00171276777305287443,0.00990665772679785397,0.02777967654982431807400,0.02391060857023926732535,-0.00349435537539743860,-0.0003377355172140409529,0.00026011308023415214,-0.00071438156706078575,0.99558911055597402000,8.0,0.3,0.4,0,1,7,1,6,2,7
2532,2025-03-14 11:29:15.354+00,"Crooked Joe Biden got us into a real “mess” with Russia (and EVERYTHING ELSE!), but I’m going to get us out. Millions of people are needlessly dead, never to be seen again…and there will be many more to follow if we don’t get the Cease Fire and Final Agreement with Russia completed and signed. There would have been NO WAR if I were President. It just, 100%, would not have happened. Likewise, there would have been no October 7th with Israel, the pullout from Afghanistan would have been done with strength and pride, and would not have been the most embarrassing day in the history of our Country, it could have been a moment of glory. Also, there would not have been any perceptible inflation - Instead we had Record Setting, Country Destroying Inflation, like we have never seen before. Also, we would have had an impenetrable Border, with very few illegals getting in. Oh, what a difference A RIGGED &amp; CROOKED ELECTION HAD ON OUR COUNTRY, AND THE PEOPLE WHO DID THIS TO US SHOULD GO TO JAIL! GOD BLESS AMERICA AND, MAKE AMERICA GREAT AGAIN!",2556,7419,31320,[],114160550238908846,0.00428674568831678735,0.00939655350275597509,0.02783085536494014528010,0.02410197823862809201088,-0.00081473506671350425,0.000673305631190842901,0.00087596534926204425,0.00219063433229030573,0.94408397155239444300,5.0,-0.3,0.7,0,3,8,9,7,3,6
2535,2025-03-13 16:21:25.969+00,"If New York, Connecticut, and New England had their Pipelines, savings from Heating alone would go down $2,300 per family — When you add Air Conditioning, and other things, you would have a $5,000 savings per family. All we need is a simple approval from New York. Every other State in New England, plus Connecticut, wants this, in order to help the Environment, and save BIG money. We only need the final approval from New York State, whose people all want it. Otherwise, we’ll have to use other authorities. New York State has held up this project for many years, but we won’t let that happen any longer. We will use federal approval!",4031,12750,54738,[],114156036814880330,-0.01160814347658606863,0.04501846638646848793,0.02896996384067171480269,0.02796120388653194062861,0.00068441833984621365,-0.000126677412614447885,-0.000080326894678238346061,-0.00719104622880653237,4.60471764417875559700,5.0,0.1,0.3,0,3,6,5,6,0,7
2537,2025-03-13 13:50:14.021+00,"“Canada needs America, America does not need Canada.” Grant Cardone of Cardone Capital, on Stuart Varney &amp; Co.",2322,6400,32501,[],114155442275720067,-0.01336818073553574484,0.01919497232747004411,0.03000521675733309939573,0.02638132269313425786632,0.00431434026464739699,-0.0021745596563336141632,-0.00469811162216368864,-0.00238790230168501220,1.93803802085045806000,5.0,0.0,0.1,0,3,4,7,5,0,6
2538,2025-03-13 13:09:43.509+00,The U.S. doesn’t have Free Trade. We have “Stupid Trade.” The Entire World is RIPPING US OFF!!!,2712,8785,39606,[],114155282989654298,-0.01294284901996594158,0.00905198467871772038,0.02985174919137185006424,0.02664759728260616712407,-0.00947641871684907028,-0.002588521154910366722,-0.00150058805359336275,-0.01010277523591027941,0.90930777898466130000,2.0,-0.3,0.6,0,3,7,7,6,2,6
2540,2025-03-13 12:56:22.784+00,"The Globalist Wall Street Journal has no idea what they are doing or saying. They are owned by the polluted thinking of the European Union, which was formed for the primary purpose of “screwing” the United States of America. Their (WSJ!) thinking is antiquated and weak, and very bad for the USA. But have no fear, we will WIN on everything!!! Egg prices are down, oil is down, interest rates are down, and TARIFF RELATED MONEY IS POURING INTO THE UNITED STATES. “The only thing you have to fear, is fear itself!”",5073,12487,58171,[],114155230513269064,-0.01932674500688110033,0.01274908446795231242,0.02966423316439087166295,0.02707032039185773267157,-0.00128990927729966484,0.001489265836708764672,0.00424969976333214736,-0.00699281253453177044,1.28307005198435490700,5.0,0.3,0.7,0,3,7,8,6,1,5
