id,created_at,content,replies_count,reblogs_count,favourites_count,media_links,post_id,actual_return_before_10m,actual_return_after_10m,actual_return_change_10m,actual_volatility_before_10m,actual_volatility_after_10m,actual_volatility_change_10m,actual_return_before_1h,actual_return_after_1h,actual_return_change_1h,actual_volatility_before_1h,actual_volatility_after_1h,actual_volatility_change_1h,actual_return_before_1d,actual_return_after_1d,actual_return_change_1d,actual_volatility_before_1d,actual_volatility_after_1d,actual_volatility_change_1d,llm_sentiment_score,llm_emotiontype,llm_emotionlevel,llm_economyimpact,llm_regulatoryimpact,llm_attentionintensity,gpt4_return_10m,gpt4_volatility_10m,gpt4_return_1h,gpt4_volatility_1h,gpt4_return_1d,gpt4_volatility_1d
1727,2025-06-25 01:46:51.815+00,"FAKE NEWS CNN, TOGETHER WITH THE FAILING NEW YORK TIMES, HAVE TEAMED UP IN AN ATTEMPT TO DEMEAN ONE OF THE MOST SUCCESSFUL MILITARY STRIKES IN HISTORY. THE NUCLEAR SITES IN IRAN ARE COMPLETELY DESTROYED! BOTH THE TIMES AND CNN ARE GETTING SLAMMED BY THE PUBLIC!",3625,8955,41162,[],114741478150368433,0.00144653,0.00009515,-0.00135138,0.00041443,0.00028544,-0.00012899,0.00387173,0.00176531,-0.00210642,0.0007508,0.00042192,-0.00032888,0.01159214,0.01219078,0.00059864,0.00049076,0.00041446,-0.0000763,5.0,3,8,7,2,7,-0.2,0.6,-0.3,0.5,-0.3,0.7
1729,2025-06-25 00:30:33.899+00,"Steve Witkoff: “We put 12 bunker buster bombs on Fordow. There's no doubt that it breached the canopy...and there's no doubt that it was OBLITERATED. So, the reporting out there that in some way suggests that we did not achieve the objective is just completely preposterous!”",1817,7826,34701,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/741/177/690/651/451/original/769d63b7c33b8eff.mp4""]",114741178126658442,-0.001025,-0.00209612,-0.00107112,0.00020232,0.00077467,0.00057235,0.00267504,0.0000571,-0.00261794,0.00042449,0.00076981,0.00034532,0.0088344,0.01205085,0.00321645,0.00047326,0.00043085,-0.00004242,5.0,3,7,6,0,7,-0.3,0.7,-0.25,0.6,-0.4,0.7
1730,2025-06-25 00:28:20.808+00,"Steve Witkoff on the 12 Day War ceasefire: ""The proof is in the pudding, no one's shooting at each other. It's over.”",461,4814,24025,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/741/169/119/831/604/original/451f3afc38e57bbc.mp4""]",114741169404332184,-0.00051231,-0.00307435,-0.00256205,0.0002577,0.0006809,0.00042319,0.0033011,0.00003213,-0.00326897,0.00042205,0.00077049,0.00034844,0.00909448,0.01203436,0.00293987,0.00047363,0.0004309,-0.00004273,5.0,1,4,6,0,3,0.1,0.2,0.15,0.25,0.3,0.4
1737,2025-06-24 19:09:31.114+00,RT @rapidresponse47President @realDonaldTrump greets King Willem-Alexander and Queen Máxima of the Netherlands,0,0,2,[],114739915726169182,-0.00127206,0.00027909,0.00155115,0.00054848,0.00036702,-0.00018146,-0.0058974,0.00103979,0.00693719,0.00043036,0.0004538,0.00002343,0.02225327,0.0212568,-0.00099646,0.0005842,0.00043295,-0.00015125,5.0,1,2,1,0,1,0.0,0.1,0.0,0.1,0.0,0.1
1745,2025-06-24 15:55:12.662+00,RT @marklevinshow,0,0,1,[],114739151677846524,0.00070494,0.00038841,-0.00031653,0.00044911,0.0005464,0.0000973,-0.00208786,0.00663533,0.00872319,0.0004752,0.00051289,0.0000377,0.03703799,0.01623509,-0.0208029,0.00067189,0.00043697,-0.00023492,5.0,1,0,0,0,0,0.0,0.1,0.0,0.1,0.0,0.1
1748,2025-06-24 15:52:36.03+00,Thank you to Jeb Bush — Very much appreciated!,560,3897,19003,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/739/140/881/546/696/original/9a883e825e49e54e.png"",""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/739/140/878/762/557/original/229c842db41c7e6b.jpg""]",114739141404923452,0.00111364,-0.00060101,-0.00171465,0.00040605,0.00033833,-0.00006773,-0.00052591,0.0055171,0.00604301,0.00047538,0.00052408,0.0000487,0.03920505,0.01603298,-0.02317207,0.00067223,0.00043583,-0.0002364,5.0,1,3,0,0,1,0.0,0.1,0.0,0.1,0.0,0.1
1750,2025-06-24 15:49:13.193+00,WHAT BIDEN DID TO THIS COUNTRY SHOULD NEVER BE FORGOTTEN!,2240,6912,30830,[],114739128116733021,-0.00159832,-0.00006565,0.00153266,0.00064278,0.00032598,-0.00031679,-0.00169308,0.00568604,0.00737912,0.00046629,0.00050026,0.00003397,0.03730098,0.01815524,-0.01914575,0.00067338,0.00043574,-0.00023764,2.0,3,7,4,0,4,0.1,0.3,0.05,0.2,-0.3,0.6
1752,2025-06-24 15:23:25.242+00,The United States is at almost $1 Trillion Dollars — This is incredible! Will be discussing it soon with the Members of NATO.,1226,4410,16299,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/739/023/951/867/473/original/e9abcfc1654d117f.jpg""]",114739026668148625,0.0010056,-0.00176904,-0.00277464,0.00049758,0.00035216,-0.00014542,0.00424085,-0.00403418,-0.00827503,0.00053085,0.00047167,-0.00005917,0.03701901,0.01356721,-0.0234518,0.00067724,0.00043366,-0.00024358,7.0,5,6,6,3,6,0.1,0.3,0.05,0.2,-0.3,0.6
1753,2025-06-24 15:17:31.072+00,"Both Israel and Iran wanted to stop the War, equally! It was my great honor to Destroy All Nuclear facilities &amp; capability, and then, STOP THE WAR!",1269,4972,26730,[],114739003459183372,-0.0014255,0.0012865,0.002712,0.00042463,0.00047099,0.00004635,0.00321634,-0.00183162,-0.00504796,0.00056403,0.00049005,-0.00007398,0.03469943,0.01626656,-0.01843287,0.00067718,0.00043269,-0.00024449,5.0,5,7,7,3,7,0.1,0.3,0.15,0.4,0.2,0.6
1758,2025-06-24 14:47:25.68+00,RT: https://truthsocial.com/users/realDonaldTrump/statuses/114738881243326996,290,2775,12050,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/738/882/516/778/775/original/a7b3c1928ff2a709.jpg"",""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/738/882/513/445/243/original/b1507ab85b53dec8.jpg"",""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/738/882/516/167/395/original/6556152521489d5d.jpg"",""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/738/882/513/326/261/original/7be10cd63e7128c5.jpg""]",114738885130053215,0.00123121,-0.00159112,-0.00282232,0.00055441,0.00067947,0.00012506,0.00367585,-0.00354709,-0.00722294,0.00070089,0.00051246,-0.00018843,0.0378063,0.02098598,-0.01682032,0.0006797,0.00043229,-0.00024742,5.0,1,2,4,0,0,0.0,0.1,0.0,0.1,0.3,0.6
1760,2025-06-24 14:38:00.647+00,Mike Huckabee has been a GREAT Ambassador to Israel. Thank you Mike!,484,3680,21988,[],114738848114096807,0.00124253,0.00113198,-0.00011055,0.00065116,0.00055441,-0.00009675,0.00185933,-0.0001797,-0.00203903,0.00070819,0.00049399,-0.0002142,0.03664073,0.0213398,-0.01530093,0.00068084,0.00043378,-0.00024705,5.0,1,3,2,0,1,0.0,0.1,0.0,0.1,0.0,0.1
1761,2025-06-24 14:07:48.66+00,"Now that we have made PEACE abroad, we must finish the job here at home by passing “THE GREAT, BIG, BEAUTIFUL BILL,” and getting the Bill to my desk, ASAP. It will be a Historic Present for THE GREAT PEOPLE OF THE UNITED STATES OF AMERICA, as we begin the Celebration of our Country’s 250th Birthday. We are finally entering our Golden Age, which will bring unprecedented Safety, Security, and Prosperity for ALL of our Citizens. To my friends in the Senate, lock yourself in a room if you must, don’t go home, and GET THE DEAL DONE THIS WEEK. Work with the House so they can pick it up, and pass it, IMMEDIATELY. NO ONE GOES ON VACATION UNTIL IT’S DONE. Everyone, most importantly the American People, will be much better off thanks to our work together. MAKE AMERICA GREAT AGAIN!",1741,7066,30611,[],114738729363742349,0.00017845,0.00065056,0.00047211,0.00050403,0.0008604,0.00035636,-0.00067879,0.00529239,0.00597118,0.00068858,0.00064087,-0.0000477,0.0268109,0.02786504,0.00105414,0.00069289,0.00043401,-0.00025888,5.0,1,7,7,8,8,0.1,0.3,0.15,0.4,0.2,0.3
1762,2025-06-24 13:56:33.891+00,"Stupid AOC, Alexandria Ocasio-Cortez, one of the “dumbest” people in Congress, is now calling for my Impeachment, despite the fact that the Crooked and Corrupt Democrats have already done that twice before. The reason for her “rantings” is all of the Victories that the U.S.A. has had under the Trump Administration. The Democrats aren’t used to WINNING, and she can’t stand the concept of our Country being successful again. When we examine her Test Scores, we will find out that she is NOT qualified for office but, nevertheless, far more qualified than Crockett, who is a seriously Low IQ individual, or Ilhan Omar, who does nothing but complain about our Country, yet the Failed Country that she comes from doesn’t have a Government, is drenched in Crime and Poverty, and is rated one of the WORST in the World, if it’s even rated at all. How dare “The Mouse” tells us how to run the United States of America! We’re just now coming back from that Radical Left experiment with Sleepy Joe, Kamala, and “THE AUTOPEN,” in charge. What a disaster it was! AOC should be forced to take the Cognitive Test that I just completed at Walter Reed Medical Center, as part of my Physical. As the Doctor in charge said, “President Trump ACED it,” meaning, I got every answer right. Instead of her constant complaining, Alexandria should go back home to Queens, where I was also brought up, and straighten out her filthy, disgusting, crime ridden streets, in the District she “represents,” and which she never goes to anymore. She better start worrying about her own Primary, before she thinks about beating our Great Palestinian Senator, Cryin’ Chuck Schumer, whose career is definitely on very thin ice! She and her Democrat friends have just hit the Lowest Poll Numbers in Congressional History, so go ahead and try Impeaching me, again, MAKE MY DAY!",8156,17119,73967,[],114738685142153877,-0.002335,0.0012079,0.0035429,0.00067051,0.00054165,-0.00012886,-0.00155546,0.00473803,0.0062935,0.00064083,0.00067835,0.00003752,0.02607908,0.0273361,0.00125702,0.00069622,0.00043516,-0.00026106,5.0,3,8,3,0,8,0.05,0.3,0.02,0.25,-0.3,0.6
1763,2025-06-23 13:41:19.766+00,"RT: https://truthsocial.com/users/realDonaldTrump/statuses/114728311939211877GET THIS “BUM” OUT OF OFFICE, ASAP!!!",4556,10207,44457,[],114732962923492888,0.00981312,0.0007794,-0.00903373,0.00095704,0.00095964,0.0000026,0.00498983,-0.0029173,-0.00790713,0.00074531,0.00108339,0.00033808,0.01213469,0.03066162,0.01852692,0.00066842,0.00070041,0.00003199,1.0,3,8,4,3,8,-0.3,0.6,-0.2,0.5,-0.4,0.7
1764,2025-06-23 13:37:32.346+00,"To The Department of Energy: DRILL, BABY, DRILL!!!  And I mean NOW!!!",1671,9406,44543,[],114732948019406900,0.00341664,0.00666277,0.00324614,0.00134742,0.00107161,-0.00027581,0.00152291,0.00202832,0.00050541,0.00065093,0.00112601,0.00047508,0.00705478,0.03635578,0.029301,0.00066538,0.0007031,0.00003772,2.0,3,8,7,6,8,-0.2,0.4,-0.3,0.5,-0.3,0.6
1765,2025-06-23 13:35:03.812+00,"EVERYONE, KEEP OIL PRICES DOWN. I’M WATCHING! YOU’RE PLAYING RIGHT INTO THE HANDS OF THE ENEMY. DON’T DO IT!",3100,11419,55697,[],114732938285152785,0.00230396,0.00658287,0.00427891,0.00136387,0.0008733,-0.00049057,0.0008616,0.00466856,0.00380697,0.00064244,0.00112902,0.00048658,0.00598996,0.03451585,0.02852589,0.00066554,0.00070122,0.00003568,2.0,3,7,7,3,8,0.05,0.3,0.1,0.4,-0.3,0.6
1766,2025-06-23 13:32:01.73+00,"Great interview, last night, of  Congressman August Pfluger - by Trey Gowdy. Very interesting and insightful!",386,3638,21602,[],114732926352136813,-0.00336534,0.00997556,0.0133409,0.00074362,0.00104702,0.0003034,-0.00361778,0.00766813,0.0112859,0.00049352,0.00112,0.00062649,-0.00062404,0.03974882,0.04037286,0.00066199,0.0007043,0.00004231,5.0,1,3,2,0,1,0.0,0,0.0,0,0.0,0.1
1767,2025-06-23 01:55:13.882+00,"Monumental Damage was done to all Nuclear sites in Iran, as shown by satellite images. Obliteration is an accurate term! The white structure shown is deeply imbedded into the rock, with even its roof well below ground level, and completely shielded from flame. The biggest damage took place far below ground level. Bullseye!!!",4227,9030,48267,[],114730186433008075,0.00249579,-0.00020221,-0.002698,0.00024733,0.00037381,0.00012649,-0.00048508,0.00160774,0.00209282,0.00048562,0.00046678,-0.00001884,-0.014043,0.04192299,0.055966,0.00071582,0.00067979,-0.00003603,2.0,4,7,6,3,8,-0.3,0.7,-0.4,0.6,-0.4,0.8
1768,2025-06-22 21:17:38.849+00,THANK YOU!,3871,11749,63678,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/729/094/637/733/310/original/ba20979c425e5640.mp4""]",114729094923481176,-0.0011473,-0.00187231,-0.00072501,0.00077858,0.00041385,-0.00036473,0.01057418,0.01109413,0.00051995,0.00099708,0.00089695,-0.00010014,-0.0306215,0.04656336,0.07718486,0.00080336,0.0006687,-0.00013466,5.0,1,2,0,0,0,0.0,0.1,0.0,0.1,0.0,0.1
1769,2025-06-22 21:15:27.493+00,"The GREAT B-2 pilots have just landed, safely, in Missouri. Thank you for a job well done!!! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES!",2108,9683,62629,[],114729086320228278,0.0005148,-0.0020075,-0.0025223,0.00085856,0.00036217,-0.00049639,0.00991767,0.00858638,-0.00133129,0.00099081,0.00087792,-0.00011289,-0.0287956,0.04584684,0.07464244,0.0008033,0.00066872,-0.00013458,5.0,1,4,2,0,2,0.0,0.1,0.0,0.1,0.0,0.1
1770,2025-06-22 20:55:51.328+00,"It’s not politically correct to use the term, “Regime Change,” but if the current Iranian Regime is unable to MAKE IRAN GREAT AGAIN, why wouldn’t there be a Regime change??? MIGA!!!",6889,12748,69439,[],114729009239087163,0.0071476,-0.00231244,-0.00946004,0.00081241,0.00125338,0.00044097,0.00711497,-0.00483425,-0.01194922,0.0009493,0.00074162,-0.00020769,-0.03115,0.0394388,0.0705888,0.00079643,0.0006748,-0.00012163,5.0,3,7,7,3,6,0.0,0.3,0.0,0.4,-0.3,0.7
1771,2025-06-22 20:45:55.961+00,The damage to the Nuclear sites in Iran is said to be “monumental.” The hits were hard and accurate. Great skill was shown by our military. Thank you!,1418,7102,45062,[],114728970221252806,0.00274223,0.0071476,0.00440537,0.00143785,0.00081241,-0.00062544,0.00024808,0.00421406,0.00396598,0.0009086,0.00080534,-0.00010327,-0.03680371,0.04860162,0.08540532,0.00079272,0.00067755,-0.00011517,5.0,1,6,7,3,8,-0.3,0.7,-0.2,0.6,-0.4,0.7
1772,2025-06-22 17:58:31.377+00,"Congressman Thomas Massie of Kentucky is not MAGA, even though he likes to say he is. Actually, MAGA doesn’t want him, doesn’t know him, and doesn’t respect him. He is a negative force who almost always Votes “NO,” no matter how good something may be. He’s a simple minded “grandstander” who thinks it’s good politics for Iran to have the highest level Nuclear weapon, while at the same time yelling “DEATH TO AMERICA” at every chance they get. Iran has killed and maimed thousands of Americans, and even took over the American Embassy in Tehran under the Carter Administration. We had a spectacular military success yesterday, taking the “bomb” right out of their hands (and they would use it if they could!) but, as usual, and despite all of the praise and accolades received, this “lightweight” Congressman is against what was so brilliantly achieved last night in Iran. Massie is weak, ineffective, and votes “NO” on virtually everything put before him (Rand Paul, Jr.), no matter how good something may be. He is disrespectful to our great military, and all that they stand for, not even acknowledging their brilliance and bravery in yesterday’s attack, which was a total and complete WIN. Massie should drop his fake act and start putting America First, but he doesn’t know how to get there — he doesn’t have a clue! He’ll undoubtedly vote against the Great, Big, Beautiful Bill, even though non-passage means a 68% Tax Increase for everybody, and many things far worse than that. MAGA should drop this pathetic LOSER, Tom Massie, like the plague! The good news is that we will have a wonderful American Patriot running against him in the Republican Primary, and I’ll be out in Kentucky campaigning really hard. MAGA is not about lazy, grandstanding, nonproductive politicians, of which Thomas Massie is definitely one. Thank you to our incredible military for the AMAZING job they did last night. It was really SPECIAL!!! MAKE AMERICA GREAT AGAIN.",6518,13477,56747,[],114728311939211877,0.00110424,0.00055528,-0.00054896,0.0003257,0.00067418,0.00034848,0.00128783,-0.00071062,-0.00199845,0.00077382,0.00053262,-0.0002412,-0.0361132,0.02864842,0.06476162,0.00076924,0.00068199,-0.00008725,5.0,3,8,4,3,8,0.1,0.3,0.15,0.25,0.2,0.7
1773,2025-06-22 15:28:39.942+00,"Great unity in the Republican Party, perhaps unity like we have never seen before. Now let’s get the Great, Big, Beautiful Bill done. Our Country is doing GREAT. MAGA!",4732,12564,68928,[],114727722676535055,-0.00452263,0.00181985,0.00634248,0.00077809,0.00054653,-0.00023155,-0.00317185,-0.00465521,-0.00148336,0.00119545,0.00078015,-0.0004153,-0.04098482,0.02251407,0.0634989,0.0007306,0.00063751,-0.00009309,5.0,1,6,4,3,6,0.05,0.2,0.1,0.3,0.2,0.3
1775,2025-06-22 02:35:51.254+00,"ANY RETALIATION BY IRAN AGAINST THE UNITED STATES OF AMERICA WILL BE MET WITH FORCE FAR GREATER THAN WHAT WAS WITNESSED TONIGHT. THANK YOU! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES",6780,16283,80073,[],114724683855260695,-0.00078552,0.00286044,0.00364596,0.00112708,0.0009758,-0.00015128,-0.00258439,0.00281949,0.00540387,0.00109617,0.0007356,-0.00036057,-0.01410009,-0.00711139,0.0069887,0.00058833,0.00069199,0.00010366,5.0,4,8,7,6,9,-0.3,0.7,-0.4,0.6,-0.6,0.9
1778,2025-06-22 00:13:42.42+00,"I will be giving an Address to the Nation at 10:00 P.M., at the White House, regarding our very successful military operation in Iran. This is an HISTORIC MOMENT FOR THE UNITED STATES OF AMERICA, ISRAEL, AND THE WORLD. IRAN MUST NOW AGREE TO END THIS WAR. THANK YOU!",5359,12286,74120,[],114724124909451419,-0.00441336,0.00603251,0.01044587,0.00146624,0.00098766,-0.00047859,0.00452287,0.00786205,0.00333918,0.00138578,0.00095701,-0.00042878,-0.01075442,-0.01447313,-0.00371871,0.00050784,0.00073199,0.00022415,5.0,5,7,7,3,9,-0.3,0.7,-0.2,0.6,0.3,0.7
1780,2025-06-21 23:50:59.225+00,"We have completed our very successful attack on the three Nuclear sites in Iran, including Fordow, Natanz, and Esfahan. All planes are now outside of Iran air space. A full payload of BOMBS was dropped on the primary site, Fordow. All planes are safely on their way home. Congratulations to our great American Warriors. There is not another military in the World that could have done this. NOW IS THE TIME FOR PEACE! Thank you for your attention to this matter.",11160,21018,105551,[],114724035571020048,0.00256391,0.00739181,0.00482789,0.00203436,0.00148341,-0.00055094,-0.00304051,0.01316515,0.01620565,0.00105873,0.00126329,0.00020456,-0.01703327,-0.00657507,0.0104582,0.00047299,0.00075392,0.00028093,5.0,5,7,8,3,10,-0.3,0.7,-0.2,0.5,-0.7,0.9
1781,2025-06-21 21:43:59.812+00,Thank you President Trump! “Belarus opposition leader Siarhei Tsikhanouski freed from jail after rare visit by top US envoy” https://news.sky.com/story/belarus-opposition-leader-siarhei-tsikhanouski-freed-from-jail-after-rare-visit-by-top-us-envoy-13386817,612,4846,25006,[],114723536228494118,0.0041971,-0.00017287,-0.00436997,0.00079795,0.00126539,0.00046745,-0.00880929,-0.00105353,0.00775576,0.00146995,0.00074902,-0.00072094,-0.01803149,-0.02401533,-0.00598384,0.00040635,0.00075488,0.00034853,5.0,1,4,2,3,4,0.0,0.1,0.0,0.1,0.1,0.3
1783,2025-06-21 21:28:34.503+00,Only time will tell!,846,3606,18626,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/723/473/036/914/967/original/390b0f20502ea3d2.mp4""]",114723475582004402,-0.00597161,-0.00544316,0.00052845,0.00323382,0.00164506,-0.00158876,-0.0053655,0.00024403,0.00560953,0.00131825,0.00101216,-0.00030609,-0.01529191,-0.02791347,-0.01262155,0.00038108,0.00076575,0.00038467,5.0,5,2,0,0,0,0.0,0.1,0.0,0.1,0.0,0.1
1784,2025-06-21 20:59:58.636+00,"WAGE GROWTH BEST IN 60 YEARS, BY FAR. MAGA!",1028,4753,26678,[],114723363133178364,0.00118836,-0.00224503,-0.00343339,0.000697,0.0004511,-0.0002459,0.00523815,-0.01298966,-0.0182278,0.00056709,0.00154846,0.00098137,-0.00882841,-0.03209163,-0.02326322,0.00028924,0.0007992,0.00050996,5.0,1,6,6,3,6,-0.1,0.3,-0.15,0.4,0.3,0.4
1786,2025-06-21 19:21:36.2+00,"I HATE “GREEN TAX CREDITS” IN THE GREAT, BIG, BEAUTIFUL BILL. They are largely a giant SCAM. I would much prefer that this money be used somewhere else, including reductions. “Anywhere” would be preferable! Windmills, and the rest of this “JUNK,” are the most expensive and inefficient energy in the world, is destroying the beauty of the environment, and is 10 times more costly than any other energy. None of it works without massive government subsidy (energy should NOT NEED SUBSIDY!). Also, it is almost exclusively made in China!!! It is time to break away, finally, from this craziness!!!",5567,12947,56056,[],114722976310902061,0.00064584,-0.00060574,-0.00125158,0.00045058,0.00047279,0.00002221,-0.00674848,-0.00228376,0.00446472,0.0004439,0.00053299,0.00008909,-0.00529829,-0.03308231,-0.02778402,0.00028658,0.00077534,0.00048877,5.0,3,8,7,6,8,0.1,0.3,0.15,0.4,-0.3,0.6
1787,2025-06-21 02:49:37.458+00,"“We have to trust in our Commander-in-Chief...If there’s ONE PERSON who can stop us from being embroiled in a war, it’s President Trump…”",3418,7974,35993,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/719/075/444/205/814/original/8eb6078183860427.mp4""]",114719075688538552,0.00015355,0.00009005,-0.0000635,0.00027302,0.00012402,-0.00014901,0.00035207,0.0012184,0.00086633,0.00017979,0.00015316,-0.00002663,-0.01072079,-0.01078989,-0.0000691,0.00047393,0.00059729,0.00012336,5.0,4,6,5,1,5,0.1,0.3,0.15,0.4,0.3,0.6
1788,2025-06-20 22:38:51.464+00,"Salena Zito has written a powerful new Book, “BUTLER: The Untold Story of the Near Assassination of Donald Trump and the Fight for America’s Heartland.” Salena was an eyewitness to that terrible day, and understands the unbreakable Spirit of our Movement to FIGHT, FIGHT, FIGHT. The Future of our Nation resides in the Hearts and Souls of the People of this Country, and Salena knows we will not rest until we, MAKE AMERICA GREAT AGAIN. Preorder your copy today: https://a.co/d/gxGme6X",1772,6450,30087,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/718/089/311/371/918/original/973e8a68730862fb.jpg""]",114718089639649418,-0.00088239,-0.00098234,-0.00009995,0.00045996,0.00048125,0.0000213,-0.00380616,0.00131206,0.00511822,0.00043213,0.00033458,-0.00009755,-0.01496507,-0.01330036,0.00166472,0.00047553,0.00042438,-0.00005115,5.0,1,6,1,0,3,0.0,0.1,0.0,0.1,0.1,0.3
1792,2025-06-20 22:34:30.921+00,"Why does Fox News allow failed TV personality Jessica Tarlov to “soil” The Five? Her voice, her manner, and above all else, what she says, are a disgrace to television broadcasting. I’ve had the best poll numbers that I’ve ever had, and she is constantly saying the exact opposite. The just out highly respected Rasmussen Poll is at 56%, Insider Advantage 54%, and many others are at 56% to 68%! Sadly, the audience has to listen to her spew off that I am doing poorly in the polls, while I am beating the democrats by 15%+ points and, more importantly, I just won an election against two candidates, Sleepy Joe and Kamala, in a Landslide by winning all 7 Swing States, and the Popular Vote by millions, with records broken everywhere! In all fairness to Jesse and Greg, who are terrific, they don’t see all of these poll numbers and can’t, therefore come to my defense. But I can! Nobody can stand Tarlov! She lies over and over again, and MAGA is complaining, BIG LEAGUE, that she’s all over Fox. Watch their ratings go down by keeping her on the show — nobody wants to listen to her. Why doesn’t she talk about the fact that I had ZERO illegal aliens come into our Country last month, whereas Sleepy Joe Biden allowed 62,000 people in, many from prisons, mental institutions, and gangs. People like Jessica Tarlov make MAGA absolutely hate Fox! ",6071,8135,35070,[],114718072561660622,0.00028538,-0.0013129,-0.00159827,0.00035007,0.00046727,0.0001172,-0.00258896,0.00046561,0.00305456,0.00041715,0.00035715,-0.00006,-0.01264551,-0.01399698,-0.00135147,0.0004752,0.00042467,-0.00005053,5.0,3,8,2,0,6,0.0,0.1,0.0,0.1,-0.2,0.3
1793,2025-06-20 21:58:47.056+00,"I am very happy to report that I have arranged, along with Secretary of State Marco Rubio, a wonderful Treaty between the Democratic Republic of the Congo, and the Republic of Rwanda, in their War, which was known for violent bloodshed and death, more so even than most other Wars, and has gone on for decades. Representatives from Rwanda and the Congo will be in Washington on Monday to sign Documents. This is a Great Day for Africa and, quite frankly, a Great Day for the World! I won’t get a Nobel Peace Prize for this, I won’t get a Nobel Peace Prize for stopping the War between India and Pakistan, I won’t get a Nobel Peace Prize for stopping the War between Serbia and Kosovo, I won’t get a Nobel Peace Prize for keeping Peace between Egypt and Ethiopia (A massive Ethiopian built dam, stupidly financed by the United States of America, substantially reduces the water flowing into The Nile River), and I won’t get a Nobel Peace Prize for doing the Abraham Accords in the Middle East which, if all goes well, will be loaded to the brim with additional Countries signing on, and will unify the Middle East for the first time in “The Ages!” No, I won’t get a Nobel Peace Prize no matter what I do, including Russia/Ukraine, and Israel/Iran, whatever those outcomes may be, but the people know, and that’s all that matters to me!",2854,8010,35513,[],114717932061341718,-0.00052295,-0.00241754,-0.0018946,0.00043118,0.00044105,0.00000988,-0.00164448,-0.00416027,-0.00251579,0.00034157,0.00043635,0.00009478,,-0.01938014,,0.00047459,0.00042094,-0.00005365,5.0,1,7,6,3,6,0.05,0.2,0.1,0.3,0.3,0.4
1794,2025-06-20 21:58:06.059+00,"“Too Late” Powell complains about costs, much of which were produced by the Biden Fake “Government,” but he could do the biggest and best job for our Country by helping to lower Interest Rates and, if he reduced them to the number they should be, 1% to 2%, that “numbskull” would be saving the United States of America up to $1 Trillion Dollars per year. I fully understand that my strong criticism of him makes it more difficult for him to do what he should be doing, lowering Rates, but I’ve tried it all different ways. I’ve been nice, I’ve been neutral, and I’ve been nasty, and nice and neutral didn’t work! He’s a dumb guy, and an obvious Trump Hater, who should have never been there, I listened to someone that I shouldn’t have listened to, and Biden shouldn’t have reappointed him. We have virtually No Inflation, our Economy is doing really well, and will soon be doing, with the tremendous Tariff Income coming in, and Factories being built all over the Country, better than it has ever done before. If he was concerned about Inflation or anything else, then all he has to do is bring the Rate down, so we can benefit on Interest Costs, and raise it in the future when and if these “other elements” happen (which I doubt they will!).  Don’t say that you think there will be Inflation sometime in the future, because there isn’t now but, if there is, raise the Rates! We should be at the TOP of the attached List, not the bottom. I don’t know why the Board doesn’t override this Total and Complete Moron! Maybe, just maybe, I’ll have to change my mind about firing him? But regardless, his Term ends shortly!",2174,6911,22565,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/717/929/046/567/524/original/a2dbcb065a11794c.jpg""]",114717929371967424,-0.00052295,-0.00241754,-0.0018946,0.00043118,0.00044105,0.00000988,-0.00164448,-0.00416027,-0.00251579,0.00034157,0.00043635,0.00009478,-0.00756509,-0.01938014,-0.01181504,0.00047459,0.00042094,-0.00005365,5.0,3,8,7,8,9,0.1,0.3,0.15,0.4,0.3,0.7
1795,2025-06-20 20:38:36.136+00,"We had a big victory last night against Gavin Newscum in the Court of Appeals, with respect to Los Angeles—We saved Los Angeles by having the military go in…",1222,5536,25458,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/114/717/611/510/987/254/original/9d2e8c0dcf35a1de.mp4""]",114717616770198206,0.00101548,-0.00025114,-0.00126663,0.00022596,0.00038444,0.00015848,0.00392788,-0.00109651,-0.00502439,0.0005797,0.00031555,-0.00026415,-0.00637966,-0.0099733,-0.00359365,0.00047288,0.00028458,-0.0001883,5.0,3,6,4,4,7,0.05,0.3,0.1,0.4,-0.3,0.6
